id,review,term,aspect,sentiment,term_from,term_to
825,The service is good and ambience is good for a date or group outing.,ambience,AMBIENCE#GENERAL,positive,24,32
826,The only fallback on this restaurant is the prices.,restaurant,RESTAURANT#PRICES,negative,26,36
827,"Even though its good seafood, the prices are too high.",seafood,FOOD#QUALITY,positive,21,28
828,"Even though its good seafood, the prices are too high.",seafood,FOOD#PRICES,negative,21,28
829,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,lobster sandwich,FOOD#QUALITY,positive,4,20
830,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,lobster sandwich,FOOD#STYLE_OPTIONS,negative,4,20
831,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,lobster sandwich,FOOD#PRICES,negative,4,20
832,We were very pleasantly surprised.,NULL,RESTAURANT#GENERAL,positive,0,0
833,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",food,FOOD#QUALITY,positive,4,8
834,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",halibut special,FOOD#QUALITY,positive,32,47
835,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",steak,FOOD#QUALITY,positive,64,69
836,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",service,SERVICE#GENERAL,positive,80,87
837,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",waiter,SERVICE#GENERAL,positive,100,106
838,Truly the mark of an attentive waiter.,waiter,SERVICE#GENERAL,positive,31,37
839,I highly recommend the restaurant based on our experience last night.,restaurant,RESTAURANT#GENERAL,positive,23,33
840,We ate at this Thai place following the reviews but very unhappy with the foods.,foods,FOOD#QUALITY,negative,74,79
841,We thought that this place is using too much of MSG cooking in the foods.,foods,FOOD#QUALITY,negative,67,72
842,"They don't concern much of customer's health, just want to make money.",NULL,RESTAURANT#GENERAL,negative,0,0
843,please don't fool us.,NULL,RESTAURANT#GENERAL,negative,0,0
844,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",jelly fish,FOOD#QUALITY,positive,16,26
845,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",drunken chicken,FOOD#QUALITY,positive,28,43
846,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",soupy dumplings,FOOD#QUALITY,positive,52,67
847,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",stir fry blue crab,FOOD#QUALITY,positive,83,101
848,The food is so cheap and the waiters are nice.,food,FOOD#PRICES,positive,4,8
849,The food is so cheap and the waiters are nice.,waiters,SERVICE#GENERAL,positive,29,36
850,"Of course, it is crowded but who cares.",NULL,RESTAURANT#MISCELLANEOUS,neutral,0,0
851,Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.,NULL,RESTAURANT#MISCELLANEOUS,positive,0,0
852,Have frequented 'ino for several years and the food remains excellent.,food,FOOD#QUALITY,positive,47,51
853,Cheese plate is a varied delight and great bargain at $10.,Cheese plate,FOOD#QUALITY,positive,0,12
854,Cheese plate is a varied delight and great bargain at $10.,Cheese plate,FOOD#STYLE_OPTIONS,positive,0,12
855,Cheese plate is a varied delight and great bargain at $10.,Cheese plate,FOOD#PRICES,positive,0,12
856,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",bruschettas,FOOD#STYLE_OPTIONS,positive,23,34
857,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",paninis,FOOD#STYLE_OPTIONS,positive,36,43
858,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",tramezzinis,FOOD#STYLE_OPTIONS,positive,45,56
859,"(The asparagus, truffle oil, parmesan bruschetta is a winner!)","asparagus, truffle oil, parmesan bruschetta",FOOD#QUALITY,positive,5,48
860,Wine list is extensive without being over-priced.,Wine list,DRINKS#STYLE_OPTIONS,positive,0,9
861,Wine list is extensive without being over-priced.,Wine list,DRINKS#PRICES,positive,0,9
862,"Be sure to try the seasonal, and always delicious, specials.",specials,FOOD#QUALITY,positive,51,59
863,Definitely a neighborhood favorite.,NULL,RESTAURANT#GENERAL,positive,0,0
864,I loved this place!!,place,RESTAURANT#GENERAL,positive,13,18
865,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,atmosphere,AMBIENCE#GENERAL,positive,50,60
866,"The food was very good, a great deal, and the place its self was great.",food,FOOD#QUALITY,positive,4,8
867,"The food was very good, a great deal, and the place its self was great.",food,FOOD#PRICES,positive,4,8
868,"The food was very good, a great deal, and the place its self was great.",place,AMBIENCE#GENERAL,positive,46,51
869,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",wait staff,SERVICE#GENERAL,positive,4,14
870,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",people,SERVICE#GENERAL,negative,56,62
871,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",Cafe Noir,RESTAURANT#GENERAL,positive,7,16
872,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",service,SERVICE#GENERAL,negative,4,11
873,"The waitress, seems to be more concerned of looking good than actually waitressing.",waitress,SERVICE#GENERAL,negative,4,12
874,"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",manager,SERVICE#GENERAL,negative,17,24
875,"We did tip, I guess the model/waitress just wanted more and complained to the manager.",waitress,SERVICE#GENERAL,negative,30,38
876,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",staff,SERVICE#GENERAL,negative,82,87
877,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",Cafe Noir,RESTAURANT#GENERAL,positive,52,61
878,Pizza here is consistently good.,Pizza,FOOD#QUALITY,positive,0,5
879,Salads are a delicious way to begin the meal.,Salads,FOOD#QUALITY,positive,0,6
880,You should pass on the calamari.,calamari,FOOD#QUALITY,negative,23,31
881,It is thick and slightly soggy.,NULL,FOOD#QUALITY,negative,0,0
882,Decor is charming.,Decor,AMBIENCE#GENERAL,positive,0,5
883,Service is average.,Service,SERVICE#GENERAL,neutral,0,7
884,What a great place.,place,RESTAURANT#GENERAL,positive,13,18
885,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",ambience,AMBIENCE#GENERAL,positive,4,12
886,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",NULL,RESTAURANT#PRICES,positive,0,0
887,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",food,FOOD#QUALITY,positive,80,84
888,"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",NULL,SERVICE#GENERAL,neutral,0,0
889,I would definitely recommend SEA if you like thai cuisine!,thai cuisine,FOOD#QUALITY,positive,45,57
890,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,customer service,SERVICE#GENERAL,negative,49,65
891,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",gentleman,SERVICE#GENERAL,negative,2,11
892,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently ",NULL,SERVICE#GENERAL,negative,0,0
893,"While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",NULL,SERVICE#GENERAL,negative,0,0
894,Never again!,NULL,RESTAURANT#GENERAL,negative,0,0
895,I absolutely Loved this place.,place,RESTAURANT#GENERAL,positive,24,29
896,"Excellent atmosphere, delicious dishes good and friendly service.",atmosphere,AMBIENCE#GENERAL,positive,10,20
897,"Excellent atmosphere, delicious dishes good and friendly service.",dishes,FOOD#QUALITY,positive,32,38
898,"Excellent atmosphere, delicious dishes good and friendly service.",service,SERVICE#GENERAL,positive,57,64
899,this is can became on e of the NY Italian Food fare institutions.,NULL,RESTAURANT#GENERAL,positive,0,0
900,I think that it is absolutely brilliant and well runned business operation.,NULL,RESTAURANT#GENERAL,positive,0,0
901,The wine list is also really nice.,wine list,DRINKS#STYLE_OPTIONS,positive,4,13
902,"Everything was wonderful; food, drinks, staff, mileau.",NULL,RESTAURANT#GENERAL,positive,0,0
903,"Everything was wonderful; food, drinks, staff, mileau.",food,FOOD#QUALITY,positive,26,30
904,"Everything was wonderful; food, drinks, staff, mileau.",drinks,DRINKS#QUALITY,positive,32,38
905,"Everything was wonderful; food, drinks, staff, mileau.",staff,SERVICE#GENERAL,positive,40,45
906,"Everything was wonderful; food, drinks, staff, mileau.",mileau,AMBIENCE#GENERAL,positive,47,53
907,I would highly recommend this place!,place,RESTAURANT#GENERAL,positive,30,35
908,I have been to Casimir over 5 times and I have always had a great time there.,Casimir,RESTAURANT#GENERAL,positive,15,22
909,The food is great and reasonably priced.,food,FOOD#QUALITY,positive,4,8
910,The food is great and reasonably priced.,food,FOOD#PRICES,positive,4,8
911,"I have tried to make reservations, but both times, the hostess didn't have my name.",hostess,SERVICE#GENERAL,negative,55,62
912,"If the weather is nice, try to snag an outside table.",outside table,AMBIENCE#GENERAL,positive,39,52
913,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",staff,SERVICE#GENERAL,positive,4,9
914,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",staff,SERVICE#GENERAL,negative,4,9
915,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",unisex bathroom,AMBIENCE#GENERAL,negative,65,80
916,My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,NULL,RESTAURANT#GENERAL,positive,0,0
917,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",caviar,FOOD#QUALITY,positive,21,27
918,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",waitstaff,SERVICE#GENERAL,positive,46,55
919,"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",waitstaff,SERVICE#GENERAL,positive,82,91
920,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,caviar,FOOD#QUALITY,positive,72,78
921,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,service,SERVICE#GENERAL,positive,93,100
922,Nice Family owned traditional restaurant.,restaurant,RESTAURANT#GENERAL,positive,30,40
923,Fresh ingredients and everything is made to order.,ingredients,FOOD#QUALITY,positive,6,17
924,Fresh ingredients and everything is made to order.,NULL,FOOD#QUALITY,positive,0,0
925,I was pleasantly surprised to find this gem in Hoboken.,NULL,RESTAURANT#GENERAL,positive,0,0
926,Friendly staff that actually lets you enjoy your meal and the company you're with.,staff,SERVICE#GENERAL,positive,9,14
927,"I found the food to be outstanding, particulary the salmon dish I had.",food,FOOD#QUALITY,positive,12,16
928,"I found the food to be outstanding, particulary the salmon dish I had.",salmon dish,FOOD#QUALITY,positive,52,63
929,"I also ordered the Change Mojito, which was out of this world.",Change Mojito,DRINKS#QUALITY,positive,19,32
930,"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",dim sum,FOOD#QUALITY,neutral,82,89
931,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",back patio,AMBIENCE#GENERAL,positive,18,28
932,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",music,AMBIENCE#GENERAL,positive,69,74
933,"Overall, excellent restaurant!",restaurant,RESTAURANT#GENERAL,positive,19,29
